link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
31,31,32,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
31,31,32,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
32,32,33,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
33,34,2,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
